13.837845	-2.1646552	16.0025	5.8365949	24.260377	47.550916
5.5054466	-12.09245	17.597897	-3.2935018	17.681282	34.550094
-1.5458648	2.2271826	-3.7730474	0.34065889	22.603673	44.269732
13.62454	-0.44284176	14.067381	6.5908489	24.35243	47.733377
5.2915702	-12.010427	17.301997	-3.3594284	17.780671	34.745911
-2.1902575	0.42265553	-2.612913	-0.88380098	21.594074	42.272616
14.720419	-4.1929284	18.913347	5.2637451	23.307929	45.663937
12.529615	-31.800723	44.330337	-9.6355541	23.011923	45.077829
15.830991	-3.9731856	19.804176	5.9289025	23.171307	45.393399
5.6303612	-12.736958	18.367319	-3.5532983	17.047651	33.302136
-0.95197073	1.2195527	-2.1715235	0.133791	22.45916	43.983753
13.12126	-3.0245951	16.145855	5.0483322	23.123488	45.298716
15.36617	-3.7328175	19.098987	5.816676	23.703557	46.44755
5.71197	-13.036924	18.748894	-3.6624771	17.560395	34.311947
11.943232	-25.776297	37.719529	-6.9165325	22.706668	44.473574
